Source	URL	Bias	Score
Strategic Culture Foundation	https://mediabiasfactcheck.com/strategic-culture-foundation/	RC	3.5
Student Daily News	https://mediabiasfactcheck.com/student-daily-news/	RC	3.25
Tallahasee Democrat	https://mediabiasfactcheck.com/tallahassee-democrat/	RC	2.5
Tampa Tribune	https://mediabiasfactcheck.com/tampa-tribune/	RC	3.75
Tax Foundation	https://mediabiasfactcheck.com/tax-foundation/	RC	2.25
Tharawat Magazine	https://mediabiasfactcheck.com/tharawat-magazine/	RC	2.75
The Algemeiner Journal	https://mediabiasfactcheck.com/the-algemeiner-journal/	RC	3
The American Conservative	https://mediabiasfactcheck.com/the-american-conservative/	RC	2.75
The American Interest	https://mediabiasfactcheck.com/the-american-interest/	RC	2.5
The Australian	https://mediabiasfactcheck.com/the-australian/	RC	2.75
The Fiscal Times	https://mediabiasfactcheck.com/the-fiscal-times/	RC	2.75
The Gazette (Cedar Rapids)	https://mediabiasfactcheck.com/the-gazette-cedar-rapids/	RC	2.5
The Independent Review	https://mediabiasfactcheck.com/the-independent-review/	RC	3.25
The Jamestown Foundation	https://mediabiasfactcheck.com/the-jamestown-foundation/	RC	3
The Japan News	https://mediabiasfactcheck.com/the-japan-news/	RC	2.75
The Jewish Press	https://mediabiasfactcheck.com/the-jewish-press/	RC	2.5
The Libertarian Republic	https://mediabiasfactcheck.com/the-libertarian-republic/	RC	2.75
The National (UAE)	https://mediabiasfactcheck.com/the-national-uae/	RC	2.75
The Oklahoman	https://mediabiasfactcheck.com/the-oklahoman/	RC	3
The Press-Enterprise	https://mediabiasfactcheck.com/the-press-enterprise/	RC	3
The Smoking Gun	https://mediabiasfactcheck.com/the-smoking-gun/	RC	2.5
The Spectator (uk)	https://mediabiasfactcheck.com/the-spectator-uk/	RC	4.75
The Spokesman-Review	https://mediabiasfactcheck.com/the-spokesman-review/	RC	3
The Tennessean	https://mediabiasfactcheck.com/the-tennessean/	RC	2.75
The Times of London	https://mediabiasfactcheck.com/the-times-of-london/	RC	2.75
Toledo Blade	https://mediabiasfactcheck.com/toledo-blade/	RC	2.5
Wall Street Journal	https://mediabiasfactcheck.com/wall-street-journal/	RC	4.25
Washington Times	https://mediabiasfactcheck.com/washington-times/	RC	4.25
Watchdog.org	https://mediabiasfactcheck.com/watchdog-org/	RC	4.25
Waterbury Republican-American	https://mediabiasfactcheck.com/waterbury-republican-american/	RC	3
Wikileaks	https://mediabiasfactcheck.com/wikileaks/	RC	3.75
Just Facts Daily	https://mediabiasfactcheck.com/just-facts-daily/	RC	4.5
The Courier Mail	https://mediabiasfactcheck.com/the-courier-mail/	RC	4
The West Australian	https://mediabiasfactcheck.com/the-west-australian/	RC	3.5
9 News (Australia)	https://mediabiasfactcheck.com/9-news-australia/	RC	2.25
Los Angeles Daily News	https://mediabiasfactcheck.com/los-angeles-daily-news/	RC	2.25
Post-Bulletin	https://mediabiasfactcheck.com/post-bulletin/	RC	2.25
Wichita Eagle	https://mediabiasfactcheck.com/wichita-eagle/	RC	2.25
Quillette	https://mediabiasfactcheck.com/quillette/	RC	3
Canadian Taxpayers Federation	https://mediabiasfactcheck.com/canadian-taxpayers-federation/	RC	4
Canadian Jewish News	https://mediabiasfactcheck.com/canadian-jewish-news-cjn/	RC	3.25
London Evening Standard	https://mediabiasfactcheck.com/london-evening-standard/	RC	4.5
Arutz Sheva (Israel National News)	https://mediabiasfactcheck.com/arutz-sheva-israel-national-news/	RC	4.25
The Augusta Chronicle	https://mediabiasfactcheck.com/the-augusta-chronicle/	RC	4.5
Ottawa Citizen	https://mediabiasfactcheck.com/ottawa-citizen/	RC	3.25
The Daily Citizen (Dalton)	https://mediabiasfactcheck.com/daily-citizen-dalton/	RC	2.25
Al.com (Alabama News)	https://mediabiasfactcheck.com/al-com-alabama-news/	RC	3.5
The Nation Pakistan	https://mediabiasfactcheck.com/the-nation-pakistan/	RC	3.75
The Straits Times	https://mediabiasfactcheck.com/the-straits-times/	RC	3.25
Lynx Media	https://mediabiasfactcheck.com/lynx-media/	RC	2.25
Fortnightly Review	https://mediabiasfactcheck.com/fortnightly-review/	RC	4
Real Clear Policy	https://mediabiasfactcheck.com/real-clear-policy/	RC	3
ValueWalk	https://mediabiasfactcheck.com/valuewalk/	RC	3.25
The News Lens	https://mediabiasfactcheck.com/the-news-lens/	RC	2.25
R Street Institute	https://mediabiasfactcheck.com/r-street-institute/	RC	3.25
The Epoch Times	https://mediabiasfactcheck.com/the-epoch-times/	RC	4
FitsNews	https://mediabiasfactcheck.com/fitsnews/	RC	3.5
Manila Times	https://mediabiasfactcheck.com/the-manila-times/	RC	3
Leading Britain's Conversation (LBC)	https://mediabiasfactcheck.com/london-broadcasting-company-lbc/	RC	4.75
Savannah Morning News	https://mediabiasfactcheck.com/savannah-morning-news/	RC	3
The Quint	https://mediabiasfactcheck.com/the-quint/	RC	3.5
The EC Journal	https://mediabiasfactcheck.com/the-ec-journal/	RC	2.75
Fraser Institute	https://mediabiasfactcheck.com/fraser-institute/	RC	3.75
Korean Herald	https://mediabiasfactcheck.com/korean-herald/	RC	2.75
Ethics and Public Policy Center (EPPC)	https://mediabiasfactcheck.com/ethics-public-policy-center-eppc/	RC	4.25
The New Atlantis	https://mediabiasfactcheck.com/the-new-atlantis/	RC	3
The Chronicle Herald	https://mediabiasfactcheck.com/the-chronicle-herald/	RC	3.25
Armstrong Economics	https://mediabiasfactcheck.com/armstrong-economics/	RC	3
Newsline	https://mediabiasfactcheck.com/newsline/	RC	3
American Firearms Institute	https://mediabiasfactcheck.com/american-firearms-institute/	RC	4
News-Gazette	https://mediabiasfactcheck.com/news-gazette/	RC	2.75
Faith Family America	https://mediabiasfactcheck.com/faith-family-america/	RC	3.5
Daily Herald	https://mediabiasfactcheck.com/daily-herald/	RC	2.75
Columbia Daily Herald	https://mediabiasfactcheck.com/columbia-daily-herald/	RC	3
Washington Babylon	https://mediabiasfactcheck.com/washington-babylon/	RC	4.25
Jewish Breaking News	https://mediabiasfactcheck.com/jewish-breaking-news/	RC	3.75
InsideSources	https://mediabiasfactcheck.com/insidesources/	RC	3.75
Remington Research Group	https://mediabiasfactcheck.com/remington-research-group/	RC	2
Fort Bend Herald	https://mediabiasfactcheck.com/fort-bend-herald/	RC	3.5
Williamsport Sun-Gazette	https://mediabiasfactcheck.com/williamsport-sun-gazette/	RC	3
Heterodox Academy	https://mediabiasfactcheck.com/heterodox-academy/	RC	2.5
Campaign for Liberty	https://mediabiasfactcheck.com/campaign-for-liberty/	RC	4.75
Rasmussen Reports	https://mediabiasfactcheck.com/rasmussen-reports/	RC	2.25
Times News (Pennsylvania)	https://mediabiasfactcheck.com/times-news-pennsylvania/	RC	2.75
Tulsa World	https://mediabiasfactcheck.com/tulsa-world/	RC	3.25
Jewish News Syndicate	https://mediabiasfactcheck.com/jewish-news-syndicate-jns/	RC	3.75
Swarajya	https://mediabiasfactcheck.com/swarajya/	RC	3.5
The Jack News	https://mediabiasfactcheck.com/the-jack-news/	RC	3
Topeka Capital-Journal	https://mediabiasfactcheck.com/topeka-capital-journal/	RC	2.25
Guns.com	https://mediabiasfactcheck.com/guns-com/	RC	3
San Bernadino Sun	https://mediabiasfactcheck.com/san-bernardino-sun/	RC	3
Commonweal Magazine	https://mediabiasfactcheck.com/commonweal-magazine/	RC	3
Odessa American	https://mediabiasfactcheck.com/odessa-american/	RC	3
Billings Gazette	https://mediabiasfactcheck.com/billings-gazette/	RC	2.5
The Times Herald (Port Huron)	https://mediabiasfactcheck.com/the-times-herald-port-huron/	RC	3
KUTV Salt Lake City	https://mediabiasfactcheck.com/kutv-salt-lake-city/	RC	3.75
Americas Quarterly	https://mediabiasfactcheck.com/americas-quarterly/	RC	3.25
MyNorthwest	https://mediabiasfactcheck.com/mynorthwest/	RC	3.5
Reagan Battalion	https://mediabiasfactcheck.com/inter-press-service-ips/	RC	4.75
Saskatoon StarPhoenix	https://mediabiasfactcheck.com/saskatoon-starphoenix/	RC	3.75
Breakthrough Institute	https://mediabiasfactcheck.com/breakthrough-institute/	RC	2.5
Bipartisan Policy Center	https://mediabiasfactcheck.com/bipartisan-policy-center/	RC	2.75
Times of South Africa	https://mediabiasfactcheck.com/times-of-south-africa-times-live/	RC	4.25
NTD.TV (New Tang Dynasty)	https://mediabiasfactcheck.com/ntd-tv-new-tang-dynasty/	RC	4.25
RealClearReligion	https://mediabiasfactcheck.com/realclearreligion/	RC	2.75
de Volkskrant	https://mediabiasfactcheck.com/de-volkskrant/	RC	3
Netherlands Radio and Television Association	https://mediabiasfactcheck.com/netherlands-radio-and-television-association-nos/	RC	2.25
Downsizing the Federal Government	https://mediabiasfactcheck.com/downsizing-the-federal-government/	RC	4.25
Deccan Chronicle	https://mediabiasfactcheck.com/deccan-chronicle/	RC	4.5
In Homeland Security	https://mediabiasfactcheck.com/in-homeland-security/	RC	3
The Objective Standard	https://mediabiasfactcheck.com/the-objective-standard/	RC	4.5
Check Your Fact	https://mediabiasfactcheck.com/check-your-fact/	RC	3
National Affairs	https://mediabiasfactcheck.com/national-affairs-magazine/	RC	3
Duluth News Tribune	https://mediabiasfactcheck.com/duluth-news-tribune/	RC	3
The Durango Herald	https://mediabiasfactcheck.com/the-durango-herald/	RC	2.5
Regina Leader-Post	https://mediabiasfactcheck.com/regina-leader-post/	RC	3.5
American Affairs Journal	https://mediabiasfactcheck.com/american-affairs-journal/	RC	3.5
The Washington Institute for Near East Policy	https://mediabiasfactcheck.com/washington-institute-for-near-east-policy/	RC	4.25
The Winchester Star	https://mediabiasfactcheck.com/the-winchester-star/	RC	3.75
BusinessLIVE	https://mediabiasfactcheck.com/businesslive/	RC	4.25
The Sorrentino	https://mediabiasfactcheck.com/the-sorrentino/	RC	4.75
Mercatus	https://mediabiasfactcheck.com/mercatus-center/	RC	4
Zebra Fact Check	https://mediabiasfactcheck.com/zebra-fact-check/	RC	2.75
Open Doors	https://mediabiasfactcheck.com/open-doors/	RC	4
The Sumter Item	https://mediabiasfactcheck.com/the-sumter-item/	RC	4.75
California Globe	https://mediabiasfactcheck.com/california-globe/	RC	4
Libertarianism.org	https://mediabiasfactcheck.com/libertarianism-org/	RC	4
Ottawa Sun	https://mediabiasfactcheck.com/ottawa-sun/	RC	4
American Institute for Economic Research	https://mediabiasfactcheck.com/american-institute-for-economic-research/	RC	3.75
Abril Uno	https://mediabiasfactcheck.com/abril-uno/	S	x
Ace Flashman	https://mediabiasfactcheck.com/ace-flashman/	S	x
Adobo Chronicles	https://mediabiasfactcheck.com/the-adobo-chronicles/	S	x
Amplifying Glass	https://mediabiasfactcheck.com/amplifying-glass/	S	x
Atomic Monkey	https://mediabiasfactcheck.com/atomic-monkey/	S	x
Babylon Bee	https://mediabiasfactcheck.com/babylon-bee/	S	x
Big American News	https://mediabiasfactcheck.com/big-american-news/	S	x
Biz Standard News	https://mediabiasfactcheck.com/business-standard-news-bs-news/	S	x
Broken World News	https://mediabiasfactcheck.com/broken-world-news/	S	x
Burrard Street	https://mediabiasfactcheck.com/burrard-street-journal/	S	x
Call the Cops	https://mediabiasfactcheck.com/call-the-cops/	S	x
Cap News	https://mediabiasfactcheck.com/cap-news/	S	x
Celebtricity	https://mediabiasfactcheck.com/celebtricity/	S	x
Christwire	https://mediabiasfactcheck.com/christwire/	S	x
Civic Tribune	https://mediabiasfactcheck.com/civic-tribune/	S	x
Clickhole	https://mediabiasfactcheck.com/clickhole/	S	x
Cracked	https://mediabiasfactcheck.com/cracked/	S	x
Cream BMP	https://mediabiasfactcheck.com/cream-bmp/	S	x
Daily Currant	https://mediabiasfactcheck.com/the-daily-currant/	S	x
Daily Squib	https://mediabiasfactcheck.com/the-daily-squib/	S	x
Derf Magazine	https://mediabiasfactcheck.com/derf-magazine/	S	x
Duffel Blog	https://mediabiasfactcheck.com/duffel-blog/	S	x
Duh Progressive	https://mediabiasfactcheck.com/duh-progressive/	S	x
Empire News	https://mediabiasfactcheck.com/empire-news/	S	x
Encyclopedia Dramatic	https://mediabiasfactcheck.com/encyclopedia-dramatica/	S	x
Enduring Vision	https://mediabiasfactcheck.com/enduring-vision/	S	x
Evening Harold	https://mediabiasfactcheck.com/evening-harold/	S	x
FM Observer	https://mediabiasfactcheck.com/fm-observer/	S	x
Free Wood Post	https://mediabiasfactcheck.com/free-wood-post/	S	x
Gomer Blog	https://mediabiasfactcheck.com/gomer-blog/	S	x
Hard Dawn	https://mediabiasfactcheck.com/hard-dawn/	S	x
Headline News Network	https://mediabiasfactcheck.com/headline-news-network/	S	x
Hillary Beat Trump	https://mediabiasfactcheck.com/hillary-beat-trump/	S	x
Huzlers	https://mediabiasfactcheck.com/huzlers/	S	x
Internet Chronicle	https://mediabiasfactcheck.com/internet-chronicle/	S	x
Lark News	https://mediabiasfactcheck.com/lark-news/	S	x
Liberal Darkness	https://mediabiasfactcheck.com/liberal-darkness/	S	x
National Report	https://mediabiasfactcheck.com/national-report/	S	x
Nevada County Scooper	https://mediabiasfactcheck.com/nevada-county-scooper/	S	x
New Roman Times	https://mediabiasfactcheck.com/new-roman-times/	S	x
News biscuit	https://mediabiasfactcheck.com/news-biscuit/	S	x
News Mutiny	https://mediabiasfactcheck.com/news-mutiny/	S	x
News Thump	https://mediabiasfactcheck.com/news-thump/	S	x
Newslo	https://mediabiasfactcheck.com/newslo/	S	x
Not Allowed to	https://mediabiasfactcheck.com/not-allowed-to/	S	x
Now8News	https://mediabiasfactcheck.com/now8news/	S	x
Private Eye	https://mediabiasfactcheck.com/private-eye/	S	x
Real News Right Now	https://mediabiasfactcheck.com/real-news-right-now/	S	x
Reductress	https://mediabiasfactcheck.com/reductress/	S	x
Rile News	https://mediabiasfactcheck.com/rile-news/	S	x
Rock City Times	https://mediabiasfactcheck.com/rock-city-times/	S	x
Satira Tribune	https://mediabiasfactcheck.com/satira-tribune/	S	x
Scorched Earth News	https://mediabiasfactcheck.com/scorched-earth-news/	S	x
Sports Pickle	https://mediabiasfactcheck.com/sports-pickle/	S	x
Stubhill News	https://mediabiasfactcheck.com/stubhill-news/	S	x
Stuppid	https://mediabiasfactcheck.com/stuppid/	S	x
Sunday Sport	https://mediabiasfactcheck.com/sunday-sport/	S	x
Sungress	https://mediabiasfactcheck.com/sungress/	S	x
The Atlanta Banana	https://mediabiasfactcheck.com/the-atlanta-banana/	S	x
The Beaverton	https://mediabiasfactcheck.com/the-beaverton/	S	x
The Daily Discord	https://mediabiasfactcheck.com/the-daily-discord/	S	x
The Daily Mash	https://mediabiasfactcheck.com/the-daily-mash/	S	x
The Daily News UK	https://mediabiasfactcheck.com/the-daily-news-uk/	S	x
The Dandy Goat	https://mediabiasfactcheck.com/the-dandy-goat/	S	x
The Hard Times	https://mediabiasfactcheck.com/the-hard-times/	S	x
The Lapine	https://mediabiasfactcheck.com/the-lapine/	S	x
The News Nerd	https://mediabiasfactcheck.com/the-news-nerd/	S	x
The Onion	https://mediabiasfactcheck.com/the-onion/	S	x
The Out and Abouter	https://mediabiasfactcheck.com/the-out-and-abouter/	S	x
The Politcal Garbage Chute	https://mediabiasfactcheck.com/the-political-garbage-chute/	S	x
The Postillion	https://mediabiasfactcheck.com/the-postillion/	S	x
The Racket Report	https://mediabiasfactcheck.com/the-racket-report/	S	x
The Resistance: The Last Line of Defense	https://mediabiasfactcheck.com/the-resistance-the-last-line-of-defense/	S	x
The Science Post	https://mediabiasfactcheck.com/the-science-post/	S	x
The Seattle Tribune	https://mediabiasfactcheck.com/the-seattle-tribune/	S	x
The Shovel	https://mediabiasfactcheck.com/the-shovel/	S	x
The Spoof	https://mediabiasfactcheck.com/the-spoof/	S	x
The Times	https://mediabiasfactcheck.com/the-times/	S	x
The Underground Report	https://mediabiasfactcheck.com/the-underground-report/	S	x
The Unreal Times	https://mediabiasfactcheck.com/the-unreal-times/	S	x
USPOLN	https://mediabiasfactcheck.com/uspoln/	S	x
Viral Cords	https://mediabiasfactcheck.com/viral-cords/	S	x
Viral Devil	https://mediabiasfactcheck.com/viral-devil/	S	x
Waterford Whispers News	https://mediabiasfactcheck.com/waterford-whispers-news/	S	x
World News Daily	https://mediabiasfactcheck.com/world-news-daily/	S	x
Wyoming Institute of Technology	https://mediabiasfactcheck.com/wyoming-institute-of-technology-wit/	S	x
16 WMPO	https://mediabiasfactcheck.com/16-wmpo/	S	x
Truth Bang	https://mediabiasfactcheck.com/truth-bang/	S	x
Gawken	https://mediabiasfactcheck.com/gawken/	S	x
DailySnark	https://mediabiasfactcheck.com/dailysnark/	S	x
Empire Sports News	https://mediabiasfactcheck.com/empire-sports-news/	S	x
FedsAlert	https://mediabiasfactcheck.com/fedsalert/	S	x
Freedon Crossroads	https://mediabiasfactcheck.com/freedom-crossroads/	S	x
Stilton's Place	https://mediabiasfactcheck.com/stiltons-place/	S	x
Viral Actions	https://mediabiasfactcheck.com/viralactions/	S	x
St. George Gazette	https://mediabiasfactcheck.com/st-george-gazette/	S	x
The Red Shtick	https://mediabiasfactcheck.com/the-red-shtick/	S	x
Liberal Bias Press	https://mediabiasfactcheck.com/liberal-bias-press/	S	x
Nottnews	https://mediabiasfactcheck.com/nottnews/	S	x
Shu+	https://mediabiasfactcheck.com/shu/	S	x
As American as Apple Pie	https://mediabiasfactcheck.com/american-apple-pie/	S	x
Observer Online	https://mediabiasfactcheck.com/observer-online/	S	x
Our Land of the Free	https://mediabiasfactcheck.com/our-land-of-the-free/	S	x
Politicer	https://mediabiasfactcheck.com/politicer/	S	x
Freedum Junkshun	https://mediabiasfactcheck.com/freedum-junkshun/	S	x
The Betoota Advocate	https://mediabiasfactcheck.com/the-betoota-advocate/	S	x
Reagan Was Right	https://mediabiasfactcheck.com/reagan-was-right/	S	x
The People's Cube	https://mediabiasfactcheck.com/the-peoples-cube/	S	x
The Awaze Trubune	https://mediabiasfactcheck.com/the-awaze-tribune/	S	x
The Chaser	https://mediabiasfactcheck.com/the-chaser/	S	x
Schmedium	https://mediabiasfactcheck.com/schmedium/	S	x
Ladies of Liberty	https://mediabiasfactcheck.com/ladies-of-liberty/	S	x
Borowitz Report	https://mediabiasfactcheck.com/borowitz-report/	S	x
